# This run has the following parameters:
# Algorithm version: 3
# time sites: 1000
# mass: 1
# time step: 0.1
# mu squared: 1
# inverse scattering length: 0
# gauss width: 1
# initial random width: 0.632456
# margin: 0.632456
# pre iterations: 50
# pre rounds: 5
# iterations: 100000
# rounds: 5
# iterations between: 2
# position seed: 0
# accept seed: 0
# bootstrap samples: 1000
# position hist_bins: 40
# action hist_bins: 100
# correlation size: 6
# correlation ts: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 
# export potential steps: 1000
# export potential bound: 5
# corr tau max: 6
# t_0: 1
# t_0 mode: 1
# ----
# tau 	 c??_val 	 c??_err
0.1	3.71412	18.9659
0.2	1.79718	6.78102
0.3	1.25052	3.35453
0.4	1.11488	2.57258
0.5	1.03931	2.04969
0.6	1.008	1.95568
0.7	0.986392	1.83844
0.8	0.968172	1.72866
0.9	0.955803	1.64117
1	0.9451	1.56387
1.1	0.934055	1.47464
1.2	0.932994	1.49001
1.3	0.929674	1.47217
1.4	0.924897	1.43279
1.5	0.920331	1.39724
1.6	0.9189	1.3881
1.7	0.918822	1.38998
1.8	0.917518	1.38117
1.9	0.916435	1.37636
2	0.915706	1.37103
2.1	0.916	1.37635
2.2	0.916409	1.38473
2.3	0.916921	1.38961
2.4	0.917159	1.39157
2.5	0.917235	1.3907
2.6	0.916985	1.38755
2.7	0.916566	1.38527
2.8	0.916239	1.38153
2.9	0.915807	1.37454
3	0.916008	1.37698
3.1	0.916475	1.38454
3.2	0.916301	1.3841
3.3	0.914956	1.37346
3.4	0.915014	1.374
3.5	0.915193	1.37497
3.6	0.915302	1.37478
3.7	0.915414	1.37593
3.8	0.915813	1.38081
3.9	0.915017	1.37531
4	0.914795	1.3705
4.1	0.915112	1.3715
4.2	0.91591	1.37607
4.3	0.916005	1.37691
4.4	0.915221	1.37129
4.5	0.915356	1.36974
4.6	0.914931	1.36798
4.7	0.915461	1.37436
4.8	0.915062	1.37234
4.9	0.914749	1.37166
5	0.914832	1.37067
5.1	0.914954	1.37396
5.2	0.915303	1.37906
5.3	0.915314	1.37744
5.4	0.915658	1.3802
5.5	0.915724	1.38048
5.6	0.915664	1.38069
5.7	0.915801	1.38507
5.8	0.915314	1.37737
5.9	0.915006	1.37373
