# This run has the following parameters:
# Algorithm version: 3
# time sites: 1000
# mass: 1
# time step: 0.1
# mu squared: 1
# inverse scattering length: 0
# gauss width: 1
# initial random width: 0.632456
# margin: 0.632456
# pre iterations: 50
# pre rounds: 5
# iterations: 100000
# rounds: 5
# iterations between: 2
# position seed: 0
# accept seed: 0
# bootstrap samples: 1000
# position hist_bins: 40
# action hist_bins: 100
# correlation size: 6
# correlation ts: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 
# export potential steps: 1000
# export potential bound: 5
# corr tau max: 6
# t_0: 1
# t_0 mode: 1
# ----
# tau 	 c??_val 	 c??_err
0.1	0.102408	0.260087
0.2	0.0297715	0.0770422
0.3	-0.00595947	0.016915
0.4	-0.00355773	0.0065769
0.5	-0.00628749	0.0137245
0.6	-0.00110493	0.0049629
0.7	-0.00369483	0.0131575
0.8	-0.00464448	0.012157
0.9	-0.00454855	0.00311234
1	-0.0055919	0.00192364
1.1	-0.00761675	0.00318926
1.2	-0.00620922	0.00145586
1.3	-0.0046251	0.0013654
1.4	-0.00387154	0.00215318
1.5	-0.00338055	0.00151305
1.6	-0.0029955	0.000741731
1.7	-0.00212457	0.000562978
1.8	-0.00155685	0.00070345
1.9	-0.00156308	0.000826488
2	-0.00160811	0.00139563
2.1	-0.00116919	0.00163115
2.2	-0.00112076	0.00302464
2.3	-0.000943379	0.00215237
2.4	-0.000741945	0.00156206
2.5	-0.000611417	0.00110598
2.6	-0.000740781	0.00154538
2.7	-0.000679337	0.00122921
2.8	-0.000775826	0.00148088
2.9	-0.00103389	0.00165081
3	-0.000846489	0.000942141
3.1	-0.000739227	0.000976356
3.2	-0.000495268	0.000796382
3.3	-0.00055447	0.00052452
3.4	-0.000617594	0.000314792
3.5	-0.000845212	0.000358903
3.6	-0.000993335	0.000361541
3.7	-0.000974434	0.000412177
3.8	-0.000559893	0.000291987
3.9	-0.000482849	0.000624596
4	-0.000378074	0.000354531
4.1	-0.000526638	0.000342297
4.2	-0.000483197	0.000287047
4.3	-0.000413151	0.000297715
4.4	-0.000527403	0.000671613
4.5	-0.000531121	0.000924883
4.6	-0.000575813	0.000538369
4.7	-0.000504847	0.000439478
4.8	-0.000585046	0.000368325
4.9	-0.000804026	0.00203998
5	-0.000621677	0.000423831
5.1	-0.000626965	0.000382279
5.2	-0.000728295	0.000349156
5.3	-0.000734447	0.000343607
5.4	-0.000748281	0.000412943
5.5	-0.000614985	0.000444072
5.6	-0.000656499	0.000482924
5.7	-0.000608012	0.000482901
5.8	-0.000461673	0.000254619
5.9	-0.000594225	0.000313437
