# This run has the following parameters:
# Algorithm version: 3
# time sites: 1000
# mass: 1
# time step: 0.1
# mu squared: 1
# inverse scattering length: 0
# gauss width: 1
# initial random width: 0.632456
# margin: 0.632456
# pre iterations: 50
# pre rounds: 5
# iterations: 100000
# rounds: 5
# iterations between: 2
# position seed: 0
# accept seed: 0
# bootstrap samples: 1000
# position hist_bins: 40
# action hist_bins: 100
# correlation size: 6
# correlation ts: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 
# export potential steps: 1000
# export potential bound: 5
# corr tau max: 6
# t_0: 1
# t_0 mode: 1
# ----
# tau 	 c??_val 	 c??_err
0.1	1.7525	2.58228
0.2	0.992389	0.891628
0.3	0.841155	0.374261
0.4	0.74311	0.043816
0.5	0.669782	0.000163219
0.6	0.606021	0.00480435
0.7	0.548039	0.000215644
0.8	0.495728	0.000237312
0.9	0.448354	0.000255293
1	0.405467	0.000269888
1.1	0.366648	0.000283413
1.2	0.331492	0.000295464
1.3	0.299698	0.000306962
1.4	0.270891	0.000317444
1.5	0.244854	0.000326272
1.6	0.221317	0.000333587
1.7	0.200028	0.000339375
1.8	0.180818	0.000343752
1.9	0.163455	0.000347141
2	0.147755	0.00034962
2.1	0.133558	0.000350571
2.2	0.120773	0.000351654
2.3	0.109234	0.000351983
2.4	0.0988484	0.000351705
2.5	0.0894268	0.00035212
2.6	0.0808671	0.000352005
2.7	0.0731515	0.00035272
2.8	0.0661765	0.000353432
2.9	0.0598896	0.00035312
3	0.0542068	0.000354072
3.1	0.0490624	0.000355327
3.2	0.0444175	0.000356706
3.3	0.0402651	0.000358153
3.4	0.0365156	0.000692619
3.5	0.033098	0.000360037
3.6	0.0300127	0.000475452
3.7	0.0272318	0.000359133
3.8	0.0247253	0.000457922
3.9	0.0224446	0.000357653
4	0.0204057	0.000594511
4.1	0.0185843	0.000394563
4.2	0.0169949	0.00292499
4.3	0.0154417	0.00273219
4.4	0.0140727	0.00319377
4.5	0.0128283	0.00353186
4.6	0.0116944	0.00354661
4.7	0.0106406	0.00293342
4.8	0.00955343	0.000349833
4.9	0.0086385	0.000346643
5	0.00778477	0.000369255
5.1	0.00700701	0.000499081
5.2	0.00627957	0.000851164
5.3	0.00560467	0.000579531
5.4	0.00495151	0.000881616
5.5	0.00432514	0.000579596
5.6	0.0036646	0.000564553
5.7	0.00290867	0.000977555
5.8	0.00225925	0.000827914
5.9	0.00193036	0.000518043
