# This run has the following parameters:
# Algorithm version: 3
# time sites: 1000
# mass: 1
# time step: 0.1
# mu squared: 1
# inverse scattering length: 0
# gauss width: 1
# initial random width: 0.632456
# margin: 0.632456
# pre iterations: 50
# pre rounds: 5
# iterations: 100000
# rounds: 5
# iterations between: 2
# position seed: 0
# accept seed: 0
# bootstrap samples: 1000
# position hist_bins: 40
# action hist_bins: 100
# correlation size: 6
# correlation ts: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 
# export potential steps: 1000
# export potential bound: 5
# corr tau max: 6
# t_0: 1
# t_0 mode: 1
# ----
# tau 	 c??_val 	 c??_err
0.1	0.525908	0.488364
0.2	0.193446	0.185815
0.3	0.0250906	0.0408772
0.4	0.00539011	0.0153826
0.5	0.00526531	0.0138093
0.6	0.00715255	0.014525
0.7	0.00358315	0.00744255
0.8	0.000125845	0.000556547
0.9	3.90813e-05	0.000209904
1	8.40484e-05	0.000311256
1.1	-0.000611659	0.00138198
1.2	-0.000125835	0.000666368
1.3	2.27165e-05	0.000138595
1.4	-3.60197e-05	0.000162165
1.5	-7.83747e-07	3.26908e-05
1.6	-1.24461e-06	2.37634e-05
1.7	-1.19078e-05	6.54567e-05
1.8	-6.11215e-05	0.000216806
1.9	-0.000230065	0.000404515
2	-0.000307683	0.000509702
2.1	-0.000401891	0.0005342
2.2	-0.000274979	0.000393498
2.3	-0.000138107	0.000252775
2.4	-5.26814e-05	0.000121299
2.5	-8.6232e-05	0.00015895
2.6	-5.36806e-05	0.000131184
2.7	-4.34799e-05	0.000120545
2.8	-9.24353e-05	0.000202569
2.9	-0.000108707	0.000205536
3	-0.000113576	0.000200672
3.1	-0.000178677	0.000214673
3.2	-0.000239641	0.000201156
3.3	-0.000335137	0.000286551
3.4	-0.000330776	0.000364703
3.5	-0.000289716	0.000346263
3.6	-0.00037811	0.000363653
3.7	-0.000429241	0.000337536
3.8	-0.000343245	0.000271839
3.9	-0.000376264	0.000301237
4	-0.000291968	0.000302108
4.1	-0.000104445	0.000203778
4.2	-9.9295e-05	0.000163906
4.3	-0.000108437	0.000147143
4.4	-0.000142131	0.000183112
4.5	-0.000175002	0.000215722
4.6	-0.000194492	0.000248886
4.7	-0.000147648	0.000194429
4.8	-0.000174554	0.00025639
4.9	-0.000209462	0.000258513
5	-0.000225801	0.000233332
5.1	-0.000184408	0.000182229
5.2	-0.000111694	0.000146101
5.3	-0.000159354	0.000159343
5.4	-0.000281181	0.00021199
5.5	-0.000347894	0.000255715
5.6	-0.000280277	0.000224074
5.7	-0.000257363	0.000218794
5.8	-0.000213607	0.000196511
5.9	-0.000208309	0.000204479
