# This run has the following parameters:
# Algorithm version: 3
# time sites: 1000
# mass: 1
# time step: 0.1
# mu squared: 1
# inverse scattering length: 0
# gauss width: 1
# initial random width: 0.632456
# margin: 0.632456
# pre iterations: 50
# pre rounds: 5
# iterations: 100000
# rounds: 5
# iterations between: 2
# position seed: 0
# accept seed: 0
# bootstrap samples: 1000
# position hist_bins: 40
# action hist_bins: 100
# correlation size: 6
# correlation ts: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 
# export potential steps: 1000
# export potential bound: 5
# corr tau max: 6
# t_0: 1
# t_0 mode: 1
# ----
# tau 	 c??_val 	 c??_err
0.1	0.995965	0.0338053
0.2	0.430364	0.0599874
0.3	0.13931	0.0698717
0.4	0.0286265	0.0332308
0.5	0.0122392	0.0173993
0.6	0.0125581	0.012329
0.7	0.00428436	0.0057305
0.8	0.000129778	0.000777174
0.9	0.000161877	0.000609667
1	0.00017055	0.000508985
1.1	-0.000463371	0.000826016
1.2	-8.65674e-05	0.000516704
1.3	-3.295e-05	0.000248385
1.4	-0.000127356	0.000438387
1.5	-2.45618e-05	0.000148602
1.6	-4.68063e-05	0.000154728
1.7	-7.3626e-05	0.000153712
1.8	-0.000177491	0.000292733
1.9	-0.000346622	0.000414919
2	-0.000348901	0.000386808
2.1	-0.000430055	0.000386203
2.2	-0.000435606	0.000381407
2.3	-0.000323414	0.000303015
2.4	-0.000202016	0.000238756
2.5	-0.000259232	0.000243942
2.6	-0.0002252	0.000228184
2.7	-0.00018195	0.000206274
2.8	-0.000223918	0.00023699
2.9	-0.000296809	0.000255996
3	-0.000166638	0.000229787
3.1	-0.000155676	0.000241952
3.2	-0.000178289	0.000266115
3.3	-0.000145392	0.000252901
3.4	-9.85757e-05	0.00017631
3.5	-0.000240167	0.00027423
3.6	-0.00016097	0.00020834
3.7	-0.000149496	0.000188967
3.8	-0.000173489	0.000192608
3.9	-0.000204728	0.000193228
4	-0.000191786	0.000209795
4.1	-0.000134784	0.000184183
4.2	-9.02777e-05	0.000156708
4.3	-8.87418e-05	0.000159334
4.4	-8.8483e-05	0.00014999
4.5	-0.000116471	0.00015803
4.6	-0.000125551	0.000178436
4.7	-0.000155899	0.000197271
4.8	-0.000254316	0.000226751
4.9	-0.000281566	0.000233752
5	-0.000227881	0.000207544
5.1	-0.000112351	0.0001668
5.2	-7.99266e-05	0.000164107
5.3	-0.000102153	0.000161354
5.4	-0.000162556	0.000205051
5.5	-0.000253118	0.000219826
5.6	-0.000324395	0.000245563
5.7	-0.000360771	0.000216015
5.8	-0.000262657	0.000195052
5.9	-0.000183298	0.000179745
