# This run has the following parameters:
# Algorithm version: 3
# time sites: 1000
# mass: 1
# time step: 0.1
# mu squared: 1
# inverse scattering length: 0
# gauss width: 1
# initial random width: 0.632456
# margin: 0.632456
# pre iterations: 50
# pre rounds: 5
# iterations: 100000
# rounds: 5
# iterations between: 2
# position seed: 0
# accept seed: 0
# bootstrap samples: 1000
# position hist_bins: 40
# action hist_bins: 100
# correlation size: 6
# correlation ts: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 
# export potential steps: 1000
# export potential bound: 5
# corr tau max: 6
# t_0: 1
# t_0 mode: 1
# ----
# tau 	 c??_val 	 c??_err
0.1	1.00022	0.000324707
0.2	0.65723	0.0449381
0.3	0.421041	0.0430614
0.4	0.275259	0.0328944
0.5	0.181363	0.0226588
0.6	0.121224	0.0165232
0.7	0.0810609	0.00995663
0.8	0.0542465	0.00616996
0.9	0.0374618	0.00431757
1	0.0266569	0.00358665
1.1	0.0194077	0.00279758
1.2	0.0143407	0.00245869
1.3	0.00991714	0.00187892
1.4	0.00666116	0.00115993
1.5	0.00471869	0.000804529
1.6	0.00347409	0.000692031
1.7	0.00232234	0.00070515
1.8	0.00124142	0.000735464
1.9	0.000545073	0.000546714
2	0.000429227	0.000495266
2.1	0.000229939	0.000339414
2.2	0.000305407	0.000319589
2.3	0.000495495	0.00031921
2.4	0.000582288	0.000361543
2.5	0.000758088	0.000375534
2.6	0.00077819	0.000374777
2.7	0.000595485	0.000466245
2.8	0.00067353	0.000577325
2.9	0.000564085	0.000608165
3	0.000487417	0.000634989
3.1	0.000527975	0.000751898
3.2	0.000621923	0.000820451
3.3	4.17723e-05	0.000107724
3.4	0.000120128	0.00014243
3.5	0.000200637	0.000198127
3.6	0.000158373	0.000191713
3.7	6.66622e-05	0.000176661
3.8	0.000126839	0.000252867
3.9	8.85017e-05	0.000172946
4	8.80052e-05	0.000150229
4.1	0.000204164	0.000220655
4.2	0.000146049	0.000208086
4.3	9.90929e-05	0.000168123
4.4	5.72477e-05	0.000130305
4.5	5.01256e-05	0.000127403
4.6	5.38294e-05	0.000106975
4.7	9.90279e-05	0.000166078
4.8	0.000164096	0.000195502
4.9	0.000117273	0.000171692
5	5.61859e-05	0.000123165
5.1	5.41064e-05	0.000121002
5.2	0.000109893	0.000166544
5.3	8.83449e-05	0.000163844
5.4	0.000100439	0.000170483
5.5	7.85845e-05	0.000154624
5.6	5.92807e-05	0.000152382
5.7	4.81537e-05	0.000118038
5.8	8.44039e-05	0.000146498
5.9	5.64891e-05	0.000118664
