# This run has the following parameters:
# Algorithm version: 3
# time sites: 1000
# mass: 1
# time step: 0.1
# mu squared: 1
# inverse scattering length: 0
# gauss width: 1
# initial random width: 0.632456
# margin: 0.632456
# pre iterations: 50
# pre rounds: 5
# iterations: 100000
# rounds: 5
# iterations between: 2
# position seed: 0
# accept seed: 0
# bootstrap samples: 1000
# position hist_bins: 40
# action hist_bins: 100
# correlation size: 6
# correlation ts: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 
# export potential steps: 1000
# export potential bound: 5
# corr tau max: 6
# t_0: 1
# t_0 mode: 1
# ----
# tau 	 c??_val 	 c??_err
0.1	1.00653	0.00437216
0.2	0.762239	0.0501032
0.3	0.555861	0.0313955
0.4	0.411975	0.0259692
0.5	0.305075	0.0177763
0.6	0.226293	0.0127861
0.7	0.167586	0.00103878
0.8	0.124566	0.000819983
0.9	0.0925433	0.000754995
1	0.0691817	0.00484373
1.1	0.0515066	0.00070313
1.2	0.038757	0.00509314
1.3	0.0290541	0.00699684
1.4	0.0216717	0.00516832
1.5	0.0162574	0.00592758
1.6	0.012184	0.00502818
1.7	0.00915937	0.00472295
1.8	0.00667472	0.00106906
1.9	0.00495174	0.000480791
2	0.00374447	0.000492195
2.1	0.00286836	0.000490384
2.2	0.00221612	0.000536817
2.3	0.00179442	0.000504494
2.4	0.0016436	0.000536869
2.5	0.00140574	0.000569989
2.6	0.00119722	0.000422688
2.7	0.000991234	0.000372347
2.8	0.000885086	0.000376588
2.9	0.000742179	0.000522034
3	0.000777885	0.000718883
3.1	0.000933761	0.000792224
3.2	0.00120425	0.00085628
3.3	0.000973214	0.00104013
3.4	0.000843377	0.0012905
3.5	0.000739955	0.00123987
3.6	0.000651868	0.00126553
3.7	0.000565268	0.000749947
3.8	0.00057344	0.00111946
3.9	0.000398176	0.000702308
4	0.000478853	0.00084434
4.1	0.000686992	0.000839774
4.2	0.000925448	0.00127672
4.3	0.000768488	0.00117755
4.4	0.000643643	0.00110948
4.5	0.000530454	0.00101905
4.6	0.000615188	0.000996863
4.7	0.00069743	0.000924366
4.8	0.000555977	0.000391203
4.9	0.000565763	0.000279579
5	0.000715994	0.00037396
5.1	0.000711094	0.000487865
5.2	0.000686421	0.000427729
5.3	0.00064853	0.000473361
5.4	0.000576241	0.00044466
5.5	0.00050519	0.000469014
5.6	0.000630309	0.00049447
5.7	0.00105273	0.000582896
5.8	0.00161588	0.000575969
5.9	0.00172051	0.000360946
